person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
25.0,female,High School,65967.0,6,RENT,20000.0,DEBTCONSOLIDATION,14.11,0.3,4.0,662,No,1
24.0,female,High School,73202.0,1,RENT,20000.0,PERSONAL,11.14,0.27,2.0,536,No,1
21.0,male,Associate,25710.0,0,OWN,2400.0,MEDICAL,11.49,0.09,4.0,623,No,0
24.0,female,Bachelor,73058.0,3,RENT,20000.0,PERSONAL,13.87,0.27,4.0,647,No,1
26.0,male,High School,72650.0,3,RENT,20000.0,HOMEIMPROVEMENT,10.08,0.28,4.0,606,No,1
23.0,male,High School,66301.0,2,RENT,20000.0,PERSONAL,16.7,0.3,4.0,645,No,1
24.0,male,High School,66951.0,2,RENT,20000.0,VENTURE,18.64,0.3,2.0,632,No,1
24.0,female,Bachelor,73899.0,0,RENT,20000.0,HOMEIMPROVEMENT,12.18,0.27,4.0,634,No,1
22.0,male,High School,25644.0,2,OWN,3800.0,DEBTCONSOLIDATION,11.01,0.15,3.0,645,No,0
25.0,female,High School,75578.0,2,RENT,20000.0,MEDICAL,6.54,0.26,3.0,574,No,1
24.0,male,High School,68349.0,3,RENT,20000.0,EDUCATION,14.61,0.29,4.0,576,No,1
21.0,female,Bachelor,68120.0,0,RENT,20000.0,VENTURE,17.39,0.29,3.0,664,No,1
24.0,male,High School,75484.0,2,RENT,20000.0,HOMEIMPROVEMENT,11.12,0.26,2.0,562,No,1
25.0,female,Bachelor,75802.0,2,RENT,20000.0,VENTURE,11.48,0.26,2.0,637,No,1
25.0,female,Master,76733.0,2,RENT,20000.0,MEDICAL,12.42,0.26,3.0,656,No,1
26.0,male,Bachelor,70484.0,4,RENT,20000.0,DEBTCONSOLIDATION,10.25,0.28,2.0,590,No,1
23.0,female,Bachelor,78886.0,1,RENT,20000.0,MEDICAL,10.65,0.25,3.0,653,No,1
24.0,female,Associate,25992.0,3,OWN,5000.0,PERSONAL,16.29,0.19,3.0,612,No,0
23.0,female,Bachelor,79348.0,0,RENT,20000.0,MEDICAL,10.37,0.25,2.0,703,No,1
23.0,male,Bachelor,78597.0,1,RENT,20000.0,VENTURE,11.49,0.25,3.0,596,No,1
24.0,male,High School,26216.0,0,OWN,10000.0,VENTURE,10.59,0.38,4.0,586,Yes,0
25.0,male,Master,26133.0,4,OWN,5375.0,VENTURE,13.49,0.21,2.0,650,Yes,0
26.0,female,Bachelor,71856.0,6,RENT,20000.0,PERSONAL,11.01,0.28,4.0,610,No,1
23.0,male,Master,72259.0,2,RENT,20000.0,EDUCATION,12.29,0.28,4.0,650,No,1
21.0,female,Bachelor,25869.0,0,MORTGAGE,3500.0,DEBTCONSOLIDATION,17.27,0.14,2.0,579,No,1
26.0,male,Associate,79098.0,2,RENT,20000.0,DEBTCONSOLIDATION,11.99,0.25,2.0,534,No,1
25.0,female,Associate,71754.0,4,RENT,20000.0,PERSONAL,14.84,0.28,2.0,540,No,1
23.0,male,High School,71688.0,0,RENT,20000.0,DEBTCONSOLIDATION,10.83,0.28,2.0,584,No,1
23.0,female,Associate,79539.0,5,RENT,20000.0,DEBTCONSOLIDATION,13.22,0.25,2.0,584,No,1
22.0,female,High School,81282.0,1,RENT,20000.0,EDUCATION,12.18,0.25,2.0,639,No,0
23.0,male,Bachelor,81580.0,1,RENT,20000.0,MEDICAL,11.11,0.25,2.0,607,Yes,0
24.0,female,Master,81639.0,4,RENT,20000.0,HOMEIMPROVEMENT,13.48,0.24,2.0,681,No,0
26.0,male,High School,82432.0,6,RENT,20000.0,EDUCATION,10.75,0.24,4.0,710,No,0
25.0,male,High School,82737.0,4,RENT,20000.0,PERSONAL,12.53,0.24,4.0,634,Yes,0
24.0,male,High School,75890.0,2,RENT,20000.0,DEBTCONSOLIDATION,14.84,0.26,4.0,595,No,1
23.0,male,Bachelor,84428.0,1,RENT,20000.0,VENTURE,17.74,0.24,2.0,707,Yes,0
25.0,male,Bachelor,85061.0,1,RENT,20000.0,HOMEIMPROVEMENT,9.99,0.24,2.0,627,Yes,0
22.0,male,Bachelor,84791.0,0,RENT,20000.0,PERSONAL,6.91,0.24,4.0,592,Yes,0
25.0,female,Bachelor,77982.0,6,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.26,4.0,699,No,1
25.0,male,High School,86325.0,2,RENT,20000.0,PERSONAL,14.09,0.23,2.0,566,Yes,0
22.0,male,High School,26244.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,11.49,0.11,3.0,667,Yes,0
23.0,female,High School,86183.0,1,RENT,20000.0,EDUCATION,14.09,0.23,3.0,638,No,0
23.0,female,Associate,67625.0,0,RENT,20000.0,MEDICAL,15.2,0.3,4.0,620,No,1
24.0,male,High School,87261.0,1,RENT,20000.0,MEDICAL,11.83,0.23,2.0,667,Yes,0
24.0,female,Bachelor,25826.0,4,OTHER,6000.0,PERSONAL,12.21,0.23,2.0,655,No,0
23.0,male,Associate,80180.0,0,RENT,20000.0,VENTURE,14.11,0.25,3.0,666,No,1
22.0,male,High School,80179.0,0,RENT,20000.0,DEBTCONSOLIDATION,14.42,0.25,2.0,655,No,1
24.0,male,High School,87458.0,3,RENT,20000.0,HOMEIMPROVEMENT,14.74,0.23,3.0,604,Yes,0
24.0,female,Master,89922.0,0,RENT,20000.0,HOMEIMPROVEMENT,12.69,0.22,3.0,672,Yes,0
22.0,female,Bachelor,26137.0,0,MORTGAGE,1625.0,DEBTCONSOLIDATION,16.89,0.06,3.0,596,No,1
25.0,male,High School,91179.0,0,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.22,4.0,658,Yes,0
21.0,male,Associate,26112.0,0,MORTGAGE,4500.0,HOMEIMPROVEMENT,11.01,0.17,2.0,608,No,1
25.0,male,Bachelor,26559.0,2,MORTGAGE,8500.0,VENTURE,9.63,0.32,4.0,686,Yes,0
24.0,female,Associate,91001.0,0,RENT,20000.0,HOMEIMPROVEMENT,8.88,0.22,3.0,687,No,0
26.0,female,Bachelor,90978.0,3,RENT,20000.0,MEDICAL,6.91,0.22,4.0,652,Yes,0
26.0,female,Bachelor,90805.0,4,RENT,20000.0,EDUCATION,11.01,0.22,3.0,603,No,0
25.0,female,Associate,91130.0,0,RENT,20000.0,PERSONAL,10.38,0.22,3.0,622,Yes,0
22.0,male,High School,83759.0,1,RENT,20000.0,DEBTCONSOLIDATION,10.99,0.24,4.0,660,No,1
22.0,male,Master,91033.0,1,RENT,20000.0,VENTURE,11.01,0.22,2.0,572,Yes,0
21.0,female,Bachelor,26887.0,0,MORTGAGE,7575.0,PERSONAL,11.01,0.28,3.0,641,Yes,0
26.0,female,Bachelor,26792.0,4,OWN,5200.0,EDUCATION,12.42,0.19,3.0,674,No,0
24.0,male,Bachelor,83573.0,1,RENT,20000.0,HOMEIMPROVEMENT,14.82,0.24,4.0,693,No,1
23.0,female,Bachelor,91541.0,4,RENT,20000.0,PERSONAL,16.32,0.22,3.0,628,No,0
23.0,female,Associate,72279.0,2,RENT,20000.0,MEDICAL,16.0,0.28,3.0,688,No,1
23.0,male,Associate,92304.0,0,RENT,20000.0,MEDICAL,10.37,0.22,3.0,635,Yes,0
26.0,male,Master,85207.0,2,RENT,20000.0,DEBTCONSOLIDATION,13.16,0.23,3.0,662,No,1
24.0,female,Associate,85232.0,5,RENT,20000.0,VENTURE,14.88,0.23,4.0,652,No,1
22.0,female,Associate,93127.0,2,RENT,20000.0,DEBTCONSOLIDATION,13.98,0.21,4.0,619,Yes,0
26.0,male,Master,86320.0,2,RENT,20000.0,HOMEIMPROVEMENT,13.36,0.23,2.0,655,No,1
21.0,female,High School,26946.0,0,OWN,7125.0,VENTURE,6.99,0.26,3.0,653,No,0
22.0,female,High School,26711.0,0,MORTGAGE,4025.0,EDUCATION,5.42,0.15,4.0,565,Yes,0
24.0,male,Bachelor,26769.0,2,MORTGAGE,8000.0,MEDICAL,5.42,0.3,2.0,613,Yes,0
26.0,female,Bachelor,94812.0,4,RENT,20000.0,HOMEIMPROVEMENT,13.85,0.21,4.0,663,No,0
22.0,female,Associate,27119.0,0,MORTGAGE,4000.0,PERSONAL,12.99,0.15,2.0,540,Yes,0
26.0,male,Bachelor,27046.0,5,OWN,4200.0,MEDICAL,9.99,0.16,3.0,598,Yes,0
22.0,female,Bachelor,26902.0,4,MORTGAGE,1400.0,VENTURE,11.01,0.05,2.0,653,Yes,0
123.0,male,Bachelor,94723.0,100,RENT,20000.0,VENTURE,11.01,0.21,4.0,714,Yes,0
23.0,female,High School,74473.0,0,RENT,20000.0,MEDICAL,11.14,0.27,2.0,460,No,1
21.0,male,Bachelor,27072.0,0,MORTGAGE,3800.0,DEBTCONSOLIDATION,5.99,0.14,2.0,643,No,0
24.0,female,Master,87447.0,6,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.23,4.0,632,No,1
23.0,female,High School,94310.0,0,RENT,20000.0,VENTURE,11.58,0.21,3.0,578,No,0
23.0,male,Master,95354.0,2,RENT,20000.0,MEDICAL,13.85,0.21,4.0,642,Yes,0
23.0,male,Master,96236.0,0,RENT,20000.0,EDUCATION,16.89,0.21,4.0,688,No,0
23.0,male,Master,96969.0,2,RENT,20000.0,MEDICAL,7.9,0.21,4.0,696,No,0
23.0,female,Associate,27201.0,0,OWN,6000.0,VENTURE,12.68,0.22,4.0,527,Yes,0
22.0,male,Associate,76808.0,0,RENT,20000.0,MEDICAL,14.91,0.26,4.0,611,No,1
24.0,male,High School,97157.0,0,RENT,20000.0,VENTURE,13.06,0.21,4.0,545,Yes,0
25.0,male,High School,96773.0,3,RENT,20000.0,EDUCATION,8.88,0.21,4.0,644,Yes,0
23.0,male,Bachelor,26954.0,0,MORTGAGE,2000.0,EDUCATION,6.17,0.07,4.0,511,Yes,0
22.0,female,High School,96673.0,1,RENT,20000.0,EDUCATION,13.98,0.21,4.0,616,Yes,0
22.0,male,High School,26872.0,3,OWN,8500.0,VENTURE,6.54,0.32,4.0,656,No,0
26.0,male,Bachelor,76420.0,2,RENT,20000.0,MEDICAL,13.85,0.26,3.0,656,No,1
26.0,female,Associate,27097.0,2,MORTGAGE,1000.0,HOMEIMPROVEMENT,10.36,0.04,3.0,581,Yes,0
25.0,male,High School,89914.0,7,RENT,20000.0,PERSONAL,15.95,0.22,4.0,477,No,1
25.0,male,Associate,96778.0,2,RENT,20000.0,HOMEIMPROVEMENT,14.26,0.21,4.0,664,No,0
23.0,female,High School,97783.0,0,RENT,20000.0,MEDICAL,11.71,0.2,2.0,563,Yes,0
22.0,female,Bachelor,98255.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.49,0.2,4.0,623,Yes,0
24.0,male,Master,26747.0,1,MORTGAGE,2000.0,DEBTCONSOLIDATION,14.84,0.07,2.0,704,No,1
22.0,female,Bachelor,99459.0,0,RENT,20000.0,EDUCATION,11.01,0.2,2.0,691,No,0
23.0,female,Associate,92036.0,2,RENT,20000.0,HOMEIMPROVEMENT,15.05,0.22,4.0,648,No,1
22.0,male,Master,93070.0,0,RENT,20000.0,EDUCATION,13.79,0.21,4.0,662,No,1
24.0,female,High School,101201.0,6,RENT,20000.0,EDUCATION,13.48,0.2,3.0,569,No,0
26.0,female,Bachelor,26764.0,4,OWN,3000.0,VENTURE,6.76,0.11,2.0,642,No,0
23.0,male,Master,102232.0,1,RENT,20000.0,PERSONAL,11.11,0.2,4.0,663,Yes,0
25.0,female,Bachelor,101849.0,3,RENT,20000.0,EDUCATION,13.92,0.2,2.0,627,Yes,0
23.0,female,Bachelor,26678.0,1,OWN,4400.0,EDUCATION,12.53,0.16,2.0,610,Yes,0
21.0,male,Bachelor,27041.0,0,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.14,0.37,2.0,534,Yes,0
24.0,female,Master,95807.0,5,RENT,20000.0,HOMEIMPROVEMENT,14.11,0.21,2.0,678,No,1
23.0,female,Bachelor,103275.0,0,RENT,20000.0,MEDICAL,7.49,0.19,2.0,597,Yes,0
25.0,male,High School,103166.0,3,RENT,20000.0,DEBTCONSOLIDATION,10.25,0.19,3.0,653,Yes,0
26.0,male,Bachelor,88672.0,2,RENT,20000.0,PERSONAL,12.53,0.23,2.0,571,No,1
21.0,female,High School,27289.0,0,MORTGAGE,1500.0,PERSONAL,11.86,0.05,3.0,659,Yes,0
23.0,male,Bachelor,27174.0,0,OWN,9000.0,VENTURE,7.88,0.33,3.0,619,Yes,0
25.0,female,Associate,102975.0,0,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.19,2.0,663,No,0
24.0,male,Associate,27558.0,0,MORTGAGE,4000.0,VENTURE,11.01,0.15,2.0,621,Yes,0
22.0,female,Associate,105649.0,1,RENT,20000.0,DEBTCONSOLIDATION,13.85,0.19,4.0,575,Yes,0
23.0,male,High School,27887.0,0,OWN,6000.0,PERSONAL,13.23,0.22,4.0,477,Yes,0
22.0,female,Associate,109017.0,1,RENT,20000.0,PERSONAL,11.01,0.18,4.0,639,Yes,0
23.0,male,High School,94566.0,1,RENT,20000.0,HOMEIMPROVEMENT,18.25,0.21,2.0,611,No,1
24.0,female,Bachelor,109178.0,1,RENT,20000.0,DEBTCONSOLIDATION,6.54,0.18,3.0,630,No,0
23.0,male,Master,108836.0,0,RENT,20000.0,MEDICAL,11.49,0.18,4.0,560,Yes,0
26.0,male,Master,109089.0,5,RENT,20000.0,MEDICAL,11.49,0.18,3.0,537,Yes,0
22.0,female,Bachelor,27472.0,1,MORTGAGE,7000.0,EDUCATION,11.71,0.25,2.0,694,No,0
23.0,male,Master,109061.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.57,0.18,4.0,657,Yes,0
25.0,male,High School,110319.0,1,RENT,20000.0,EDUCATION,14.35,0.18,3.0,572,Yes,0
26.0,male,Bachelor,27309.0,1,MORTGAGE,3825.0,DEBTCONSOLIDATION,10.65,0.14,4.0,618,Yes,0
22.0,female,Bachelor,111365.0,1,RENT,20000.0,VENTURE,15.65,0.18,2.0,649,No,0
22.0,male,Associate,27358.0,0,MORTGAGE,6500.0,VENTURE,11.01,0.24,4.0,496,Yes,0
25.0,female,Bachelor,27570.0,0,MORTGAGE,5875.0,EDUCATION,6.62,0.21,2.0,680,No,1
25.0,male,Associate,111834.0,1,RENT,20000.0,MEDICAL,9.25,0.18,2.0,606,Yes,0
22.0,male,High School,27122.0,2,MORTGAGE,2400.0,MEDICAL,11.71,0.09,3.0,612,Yes,0
24.0,male,Bachelor,27730.0,0,MORTGAGE,8000.0,PERSONAL,5.42,0.29,4.0,477,Yes,0
26.0,female,Bachelor,113057.0,0,RENT,20000.0,DEBTCONSOLIDATION,9.45,0.18,4.0,606,Yes,0
23.0,male,Bachelor,27666.0,0,MORTGAGE,1550.0,DEBTCONSOLIDATION,7.49,0.06,2.0,658,No,1
22.0,male,Associate,114267.0,0,RENT,20000.0,PERSONAL,11.01,0.18,2.0,602,Yes,0
23.0,male,Bachelor,100420.0,4,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.2,2.0,571,No,1
23.0,male,High School,115130.0,4,RENT,20000.0,EDUCATION,10.99,0.17,2.0,701,No,0
24.0,female,Bachelor,114976.0,3,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.17,3.0,665,No,0
21.0,male,Bachelor,27648.0,0,OWN,7350.0,VENTURE,7.66,0.27,2.0,635,Yes,0
23.0,female,Bachelor,116295.0,0,RENT,20000.0,MEDICAL,13.04,0.17,3.0,643,Yes,0
22.0,male,Associate,27385.0,3,MORTGAGE,7200.0,PERSONAL,7.14,0.26,2.0,636,No,0
22.0,female,Associate,103798.0,0,RENT,20000.0,VENTURE,15.65,0.19,4.0,645,No,1
22.0,female,Bachelor,118565.0,0,RENT,20000.0,EDUCATION,11.83,0.17,4.0,575,Yes,0
24.0,female,Bachelor,27463.0,0,OWN,3000.0,DEBTCONSOLIDATION,16.0,0.11,2.0,647,Yes,0
23.0,male,Associate,120368.0,0,RENT,20000.0,EDUCATION,15.28,0.17,4.0,569,Yes,0
21.0,female,Bachelor,27493.0,2,OWN,4000.0,DEBTCONSOLIDATION,15.05,0.15,4.0,528,No,0
22.0,male,Master,27178.0,0,OWN,8500.0,DEBTCONSOLIDATION,15.05,0.31,4.0,626,No,0
24.0,female,Master,120691.0,2,RENT,20000.0,HOMEIMPROVEMENT,14.22,0.17,3.0,664,No,0
25.0,female,High School,106741.0,1,RENT,20000.0,HOMEIMPROVEMENT,16.35,0.19,3.0,650,No,1
26.0,male,Associate,27124.0,2,OWN,7500.0,VENTURE,10.96,0.28,2.0,600,Yes,0
25.0,female,High School,121016.0,0,RENT,20000.0,HOMEIMPROVEMENT,13.06,0.17,2.0,672,No,0
25.0,male,Bachelor,120866.0,1,RENT,20000.0,HOMEIMPROVEMENT,13.06,0.17,2.0,563,Yes,0
25.0,female,Bachelor,27635.0,2,OWN,7500.0,VENTURE,11.01,0.27,3.0,665,No,0
23.0,female,High School,27475.0,4,MORTGAGE,6700.0,EDUCATION,11.01,0.24,4.0,605,Yes,0
22.0,male,High School,90648.0,0,RENT,20000.0,MEDICAL,14.96,0.22,4.0,653,No,1
23.0,male,Associate,90887.0,2,RENT,20000.0,MEDICAL,17.04,0.22,2.0,685,No,1
22.0,male,Bachelor,121236.0,0,RENT,20000.0,PERSONAL,12.21,0.16,3.0,580,Yes,0
25.0,male,Associate,27780.0,1,MORTGAGE,6400.0,PERSONAL,7.88,0.23,4.0,672,Yes,0
26.0,male,Master,27364.0,0,OWN,5400.0,PERSONAL,5.42,0.2,3.0,646,No,0
26.0,male,Bachelor,125803.0,6,RENT,20000.0,DEBTCONSOLIDATION,10.74,0.16,2.0,636,Yes,0
23.0,female,Associate,112700.0,0,RENT,20000.0,PERSONAL,13.22,0.18,3.0,559,No,1
23.0,female,Bachelor,114961.0,1,RENT,20000.0,DEBTCONSOLIDATION,14.59,0.17,2.0,654,No,1
25.0,male,Associate,130715.0,5,RENT,20000.0,HOMEIMPROVEMENT,11.01,0.15,4.0,632,No,0
25.0,male,Bachelor,117215.0,2,RENT,20000.0,PERSONAL,11.01,0.17,3.0,672,No,1
23.0,male,High School,132975.0,1,RENT,20000.0,EDUCATION,12.42,0.15,3.0,630,No,0
22.0,male,Bachelor,132669.0,0,RENT,20000.0,EDUCATION,14.17,0.15,3.0,476,Yes,0
22.0,female,High School,132809.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.72,0.15,3.0,691,Yes,0
24.0,male,Associate,133069.0,2,RENT,20000.0,PERSONAL,10.38,0.15,4.0,672,Yes,0
23.0,male,Associate,133031.0,0,RENT,20000.0,VENTURE,11.01,0.15,2.0,709,No,0
22.0,female,Associate,28529.0,1,MORTGAGE,2000.0,PERSONAL,7.51,0.07,3.0,521,Yes,0
22.0,female,Associate,28518.0,0,MORTGAGE,7125.0,HOMEIMPROVEMENT,11.71,0.25,3.0,564,No,1
23.0,male,High School,28149.0,0,MORTGAGE,3000.0,PERSONAL,8.9,0.11,2.0,626,No,1
25.0,female,Master,103168.0,1,RENT,20000.0,MEDICAL,17.39,0.19,2.0,662,No,1
23.0,female,Bachelor,28372.0,0,MORTGAGE,4800.0,PERSONAL,5.79,0.17,2.0,667,No,0
22.0,male,High School,28527.0,2,MORTGAGE,8300.0,PERSONAL,12.61,0.29,2.0,690,No,1
23.0,male,High School,145007.0,1,RENT,20000.0,MEDICAL,10.37,0.14,4.0,628,Yes,0
24.0,male,Bachelor,27861.0,0,OWN,4750.0,HOMEIMPROVEMENT,11.36,0.17,3.0,562,Yes,0
24.0,female,Associate,146157.0,0,RENT,20000.0,VENTURE,8.9,0.14,3.0,670,No,0
23.0,female,Associate,150985.0,0,RENT,20000.0,VENTURE,11.11,0.13,4.0,602,No,0
22.0,male,High School,28613.0,0,MORTGAGE,3000.0,EDUCATION,8.94,0.1,2.0,595,Yes,0
25.0,male,Associate,157396.0,3,RENT,20000.0,PERSONAL,15.27,0.13,2.0,687,No,0
26.0,female,Bachelor,156668.0,3,RENT,20000.0,DEBTCONSOLIDATION,13.11,0.13,4.0,668,Yes,0
23.0,male,Bachelor,28773.0,0,MORTGAGE,6000.0,EDUCATION,16.0,0.21,2.0,657,Yes,0
24.0,female,High School,160903.0,0,RENT,20000.0,EDUCATION,12.36,0.12,2.0,527,Yes,0
22.0,male,Associate,28257.0,0,MORTGAGE,10625.0,DEBTCONSOLIDATION,7.51,0.38,4.0,524,Yes,0
21.0,female,High School,28410.0,0,MORTGAGE,7000.0,MEDICAL,8.9,0.25,3.0,606,Yes,0
25.0,male,Master,168862.0,0,RENT,20000.0,EDUCATION,6.54,0.12,4.0,546,Yes,0
24.0,female,Master,166817.0,2,RENT,20000.0,VENTURE,15.99,0.12,3.0,681,No,1
23.0,male,High School,28492.0,2,MORTGAGE,3600.0,HOMEIMPROVEMENT,17.27,0.13,3.0,502,No,1
26.0,male,Master,178602.0,6,RENT,20000.0,DEBTCONSOLIDATION,17.99,0.11,3.0,604,No,1
22.0,male,Bachelor,193248.0,0,RENT,20000.0,PERSONAL,7.49,0.1,4.0,599,Yes,0
22.0,male,Associate,27969.0,0,MORTGAGE,4800.0,DEBTCONSOLIDATION,10.0,0.17,4.0,644,Yes,0
26.0,female,High School,193076.0,4,RENT,20000.0,HOMEIMPROVEMENT,9.99,0.1,3.0,660,Yes,0
26.0,female,Bachelor,202337.0,2,RENT,20000.0,VENTURE,11.36,0.1,4.0,652,No,0
26.0,female,Bachelor,208059.0,4,RENT,20000.0,HOMEIMPROVEMENT,11.83,0.1,2.0,615,No,0
21.0,female,Bachelor,28786.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,13.35,0.1,3.0,638,Yes,0
25.0,male,Bachelor,210999.0,2,RENT,20000.0,DEBTCONSOLIDATION,14.72,0.09,2.0,680,Yes,0
25.0,male,High School,28595.0,2,MORTGAGE,4400.0,HOMEIMPROVEMENT,6.76,0.15,2.0,611,No,0
25.0,female,Associate,70930.0,0,RENT,19900.0,MEDICAL,11.83,0.28,4.0,578,No,1
26.0,female,Master,140072.0,0,RENT,19800.0,MEDICAL,11.48,0.14,4.0,617,Yes,0
26.0,male,Master,24756.0,8,RENT,500.0,MEDICAL,11.41,0.02,2.0,659,No,0
25.0,male,High School,28644.0,4,MORTGAGE,10000.0,PERSONAL,11.01,0.35,2.0,570,No,1
21.0,female,Bachelor,23899.0,1,RENT,700.0,EDUCATION,12.29,0.03,2.0,658,Yes,0
22.0,female,Master,28752.0,0,MORTGAGE,7000.0,EDUCATION,14.96,0.24,3.0,484,Yes,0
25.0,male,High School,23980.0,6,RENT,750.0,DEBTCONSOLIDATION,12.29,0.03,4.0,645,Yes,0
23.0,male,Associate,13059.0,0,RENT,1000.0,PERSONAL,10.37,0.08,2.0,541,No,1
22.0,female,High School,13021.0,1,RENT,1000.0,HOMEIMPROVEMENT,14.74,0.08,4.0,610,No,1
21.0,female,Master,13197.0,1,RENT,1000.0,HOMEIMPROVEMENT,13.43,0.08,4.0,722,No,1
22.0,male,High School,29111.0,0,MORTGAGE,2400.0,EDUCATION,9.63,0.08,4.0,668,No,0
21.0,male,Associate,28319.0,0,OTHER,2400.0,EDUCATION,12.21,0.08,4.0,628,Yes,0
23.0,female,Master,13817.0,1,RENT,1000.0,MEDICAL,10.25,0.07,2.0,667,No,1
22.0,male,Associate,14763.0,0,RENT,1000.0,MEDICAL,12.99,0.07,4.0,540,Yes,0
22.0,female,Bachelor,15248.0,0,RENT,1000.0,VENTURE,13.98,0.07,4.0,547,Yes,0
23.0,female,Bachelor,15553.0,3,RENT,1000.0,DEBTCONSOLIDATION,14.65,0.06,3.0,602,Yes,0
25.0,male,Bachelor,15255.0,2,RENT,1000.0,EDUCATION,10.65,0.07,2.0,611,No,0
21.0,male,Associate,14997.0,0,RENT,1000.0,EDUCATION,13.98,0.07,2.0,669,Yes,0
22.0,male,High School,15102.0,1,RENT,1000.0,PERSONAL,13.57,0.07,3.0,559,No,1
22.0,female,Bachelor,16077.0,3,RENT,1000.0,PERSONAL,14.96,0.06,3.0,642,No,1
24.0,male,Bachelor,17683.0,0,RENT,1000.0,DEBTCONSOLIDATION,10.0,0.06,4.0,562,No,1
21.0,male,High School,18221.0,0,RENT,1000.0,VENTURE,16.29,0.05,4.0,559,No,1
23.0,female,Bachelor,28684.0,1,OWN,2000.0,VENTURE,11.11,0.07,3.0,591,No,0
21.0,female,High School,28348.0,0,OWN,5000.0,VENTURE,11.01,0.18,3.0,506,Yes,0
22.0,male,Associate,18290.0,2,RENT,1000.0,VENTURE,16.69,0.05,3.0,623,No,1
21.0,male,Associate,28367.0,0,OWN,15000.0,EDUCATION,8.94,0.53,2.0,600,Yes,0
22.0,male,Associate,18923.0,0,RENT,1000.0,MEDICAL,14.3,0.05,3.0,599,No,1
21.0,male,Bachelor,20259.0,0,RENT,1000.0,VENTURE,15.65,0.05,3.0,604,No,1
24.0,male,Bachelor,21414.0,3,RENT,1000.0,VENTURE,11.49,0.05,3.0,619,Yes,0
22.0,female,Associate,20953.0,0,RENT,1000.0,EDUCATION,13.48,0.05,4.0,665,Yes,0
24.0,male,Bachelor,24085.0,3,RENT,1000.0,EDUCATION,12.53,0.04,4.0,655,Yes,0
23.0,female,High School,48233.0,2,RENT,19000.0,EDUCATION,10.62,0.39,2.0,606,No,1
22.0,male,Associate,48844.0,0,RENT,19000.0,VENTURE,12.18,0.39,3.0,562,No,1
25.0,female,Master,57272.0,1,RENT,19000.0,MEDICAL,11.99,0.33,2.0,648,No,1
25.0,male,Bachelor,61342.0,1,RENT,19000.0,HOMEIMPROVEMENT,10.99,0.31,4.0,645,No,1
25.0,male,Bachelor,63600.0,0,RENT,19000.0,MEDICAL,11.01,0.3,4.0,610,No,1
24.0,male,High School,29212.0,1,MORTGAGE,7000.0,DEBTCONSOLIDATION,10.38,0.24,3.0,607,Yes,0
26.0,male,High School,57891.0,2,RENT,19000.0,PERSONAL,16.7,0.33,4.0,649,No,1
25.0,male,Bachelor,65799.0,2,RENT,19000.0,DEBTCONSOLIDATION,11.01,0.29,4.0,640,No,1
22.0,male,Master,66071.0,0,RENT,19000.0,VENTURE,11.01,0.29,4.0,664,No,1
23.0,female,Associate,66303.0,3,RENT,19000.0,PERSONAL,11.14,0.29,2.0,611,No,1
26.0,male,Bachelor,75656.0,7,RENT,19000.0,MEDICAL,7.49,0.25,2.0,621,No,1
22.0,female,High School,84974.0,1,RENT,19000.0,MEDICAL,8.88,0.22,4.0,589,Yes,0
23.0,female,Master,87479.0,3,RENT,19000.0,MEDICAL,10.99,0.22,4.0,671,Yes,0
24.0,female,Bachelor,88452.0,0,RENT,19000.0,HOMEIMPROVEMENT,10.62,0.21,3.0,653,No,0
23.0,male,Bachelor,94830.0,0,RENT,19000.0,VENTURE,8.9,0.2,2.0,642,Yes,0
25.0,female,Bachelor,29498.0,6,MORTGAGE,6000.0,MEDICAL,14.59,0.2,2.0,664,No,1
22.0,male,Bachelor,29756.0,1,OWN,2500.0,VENTURE,9.91,0.08,2.0,592,Yes,0
26.0,male,Associate,116006.0,3,RENT,19000.0,PERSONAL,13.22,0.16,2.0,663,No,0
24.0,male,High School,126727.0,0,RENT,19000.0,HOMEIMPROVEMENT,12.29,0.15,2.0,582,Yes,0
24.0,female,High School,210705.0,0,RENT,19000.0,PERSONAL,11.48,0.09,3.0,655,No,0
26.0,male,Bachelor,61142.0,1,RENT,18950.0,PERSONAL,11.01,0.31,3.0,632,No,1
26.0,female,Associate,67267.0,2,RENT,18800.0,DEBTCONSOLIDATION,6.99,0.28,2.0,505,No,1
22.0,female,Bachelor,84840.0,4,RENT,18750.0,DEBTCONSOLIDATION,10.38,0.22,2.0,661,Yes,0
